Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
9972,IN,Residential Electric Vehicle Charging Incentive - NIPSCO,"NIPSCO\'s IN-Charge At Home Electric Vehicle Program (Program) offers a
reduced rate for plug-in electric vehicle charging during off-peak hours
for those enrolled in the Program. The Program is in effect until
December 31, 2018. For more information, see the NIPSCO [IN-Charge
Electric Vehicle
Program](http://www.nipsco.com/en/our-services/in-charge-ev.aspx)
website.
",2012-04-01 00:00:00 UTC,,false,85,Utility / Private Incentives,"",2017-06-12 21:38:49 UTC,2018-12-31 00:00:00 UTC,,,"",ELEC|PHEV,OTHER|RBATE,"",STATION|IND,"",expired,2018-12-31
9977,WA,State Vehicle Purchasing Guidance,"The Washington Department of Enterprise Services must develop guidelines
and criteria for the purchase of high mileage gasoline vehicles as well
as alternative fuel vehicles and systems that reduce the overall costs
and energy use in the state. The guidance should include investigations
into all opportunities to aggregate the purchasing of clean technologies
with state and local governments, as well as federal fuel economy
standards. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 39.26.090, 43.19.570 and
43.19.663)
",2012-03-30 00:00:00 UTC,,false,195,Laws and Regulations,"",,,2016-02-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",REQ,FLEET,http://apps.leg.wa.gov/rcw/,archived,2016-02-01
10012,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - Bay Area,"The Bay Area Air Quality Management District (BAAQMD) PEV Home Charger
Deployment Program (Program) provides incentives for up to 2,750
residents who purchase a new plug-in electric vehicle and install Level
2 EVSE from qualifying vendors. Incentive amounts vary and the funds are
administered through BAAQMD partner vendors on a first-come,
first-served basis. For more information, see the Program website.
",2012-04-30 00:00:00 UTC,,false,65,State Incentives,"",,2013-09-01 00:00:00 UTC,,,"",ELEC|HEV|PHEV,RBATE,"",FLEET|IND,"",expired,2013-09-01
10013,KY,Plug-in Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Grants,"Kentucky Utilities Company (KU) is offering \$250,000 in grant funding
to assist with the cost of PEV acquisition in fleets owned by
governmental and quasi-governmental bodies. KU will reimburse selected
applicants for the incremental cost of PEVs, specifically passenger cars
and light- or medium-duty trucks. KU will also fund the cost of one DC
fast charge EVSE, up to \$3,500, for each selected applicant.
Applications for funding must be submitted for consideration by June 15,
2012. For more information, see the [Program
Criteria](http://kentuckycleanfuels.org/resources/funding/) and
[Application](http://kentuckycleanfuels.org/resources/funding/).
",2012-04-30 00:00:00 UTC,,false,42,Utility / Private Incentives,"",,,2012-10-31 00:00:00 UTC,,"",ELEC|HEV|PHEV,GNT|RBATE,"",STATION|FLEET|IND,"",archived,2012-10-31
10076,MI,Plug-In Electric Vehicle (PEV) Charging Rate and Infrastructure Rebate - Indiana Michigan Power,"Indiana Michigan Power offers a special time-of-use rate option to
residential customers who own a qualified PEV.

Indiana Michigan Power also provides rebates of up to \$2,500 to
residential customers who purchase or lease a new PEV and install a
Level 2 EVSE with a separate meter. Customers must also sign up for the
Indiana Michigan Power PEV time-of-use rate. The rebate is available to
the first 250 qualified customers who submit a completed application.

For more information, see the Indiana Michigan Power [Rates, Programs &
Incentives](https://www.indianamichiganpower.com/info/ElectricCars/MichiganIncentives.aspx)
website.
",,,false,42,Utility / Private Incentives,"",,,2020-11-12 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",IND,"",archived,2020-11-12
10112,OR,Commercial Electric Truck Vouchers,"Through the Commercial Electric Truck Incentive Program (CETIP), the
Oregon Department of Transportation (ODOT) provides vouchers to
reimburse commercial fleets for \$20,000 per qualified zero emission
truck purchased. Vouchers are available on a first-come, first-served
basis. Eligible vehicles must be new, titled and licensed in Oregon,
have a gross vehicle weight rating of at least 10,001 pounds, and
replace an existing diesel vehicle. Eligible fleets must operate the
vehicles primarily in an air quality nonattainment or maintenance area.
ODOT plans to distribute 200 vouchers within the first year of the
program and data collection will continue for three years from the date
of vehicle purchase. For more information, including detailed
eligibility and application requirements, please see the ODOT
[Commercial Electric Truck Incentive
Program](http://www.oregon.gov/ODOT/HWY/OIPP/docs/cetiproadmap5.pdf)
website.
",,,false,15,State Incentives,"",,2013-02-15 00:00:00 UTC,,,"",ELEC|PHEV,RBATE,"",FLEET,"",expired,2013-02-15
10195,FL,Electric Vehicle Supply Equipment (EVSE) Study,"The Florida Public Service Commission conducted a study of the potential
effects of public and private EVSE on energy consumption and the
electric grid in the state. The study also looked into the feasibility
of using off-grid solar photovoltaic power as a source of electricity
for EVSE. For more information, refer to the [Report on Electric Vehicle
Charging](https://www.floridapsc.com/Files/PDF/Utilities/Electricgas/ElectricVehicles/2012/Electric_Vehicle_Charging_Report.pdf).
(Reference [Florida Statutes](http://www.flsenate.gov/Laws/) 366.94)
",2012-04-14 00:00:00 UTC,,false,65,Laws and Regulations,"",,,2014-06-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",REGIS,OTHER,http://www.flsenate.gov/Laws/,archived,2014-06-01
10272,GA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Atlanta metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must purchase a
qualified plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of vehicle
purchase. The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.
",2012-08-01 00:00:00 UTC,,false,54,Utility / Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,"",expired,2013-03-11
10273,IL,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Chicago metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must purchase a
qualified plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of vehicle
purchase. The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.
",2012-08-01 00:00:00 UTC,,false,70,Utility / Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,"",expired,2013-03-11
10274,NJ,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.panynj.gov/truckers-resources/ ), ECOtality offers
EVSE at no cost to individuals in the Philadelphia metropolitan
area. To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also
cover most, if not all, of the costs of EVSE installation. All
participants in the EV Project incentive program must agree to
anonymous data collection after installation. Additional
restrictions may apply.",2012-08-01 00:00:00 UTC,,false,32,Utility / Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,"",expired,2013-03-11
10275,PA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Philadelphia metropolitan area. To be eligible for free home
charging stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",2012-08-02 00:00:00 UTC,,false,46,Utility / Private Incentives,"",,2013-03-11 00:00:00 UTC,,,"",ELEC|HEV|PHEV,OTHER,"",IND,"",expired,2013-03-11
10295,VT,Alternative Fuel Vehicle (AFV) User Fee Study,"The Vermont Agency of Transportation, in consultation with the Joint
Fiscal Office, the Motor Vehicle Department, Department of Taxes, and
Department of Public Service, analyzed and reported on options for user
fees and fee collection mechanisms for AFVs using fuels that are not
currently taxed. In addition, the Committee on Transportation Funding
released a report on estimated transportation revenues over five years
and potential new sources of revenue, including a tax based on vehicle
miles traveled. For more information see the Vermont Transportation
Funding Options Final Report. (Reference House Bill 770, 2012)
",2012-05-16 00:00:00 UTC,,false,40,Laws and Regulations,"",2015-07-08 14:13:34 UTC,,2015-06-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|PHEV|LPG,"",OTHER,IND,http://www.leg.state.vt.us/,archived,2015-06-01
10412,NC,Alternative Fuels Feasibility Study,"The North Carolina State Energy Office, Department of Administration,
Department of Public Instruction, and Department of Transportation
established an interagency task force to study the feasibility of
increased alternative fuel use in state vehicles. The task force was
required to:

-   Perform a cost-benefit analysis on each alternative fuel to identify
    the fuel or fuel mix that would be the most cost-effective for each
    type of vehicle used by each agency;
-   Evaluate the cost of alternative fuel vehicles (AFVs), including the
    purchase price, operation and maintenance costs, and associated
    fueling infrastructure costs;
-   Identify opportunities for the use of existing commercial or public
    fueling infrastructure for alternative fueling and explore
    opportunities to leverage state funds with other public or private
    funds to develop new fueling infrastructure; and
-   Make recommendations on which fuel or fuel mix and types of AFVs
    would be appropriate for each agency.

The State Energy Office published an [Alternative Fuels Feasibility
Study](http://digital.ncdcr.gov/cdm/singleitem/collection/p249901coll22/id/657359/rec/20)
on December 1, 2012. (Reference [House
Bill](http://www.ncga.state.nc.us/) 177, 2012)
",2012-07-16 00:00:00 UTC,,false,40,Laws and Regulations,"",,,2015-09-30 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|OTHER|PHEV|LPG,"",CCEINIT,FLEET|OTHER,http://www.ncga.state.nc.us/,archived,2015-09-30
10421,NH,Alternative Fuels Taxation Study Commission,"The Taxation of Alternative Fuel and Electric-Powered Vehicles
Commission (Commission) was established to study and report findings and
recommendations to ensure hybrid electric, alternative fuel, and
electric motor vehicles equitably contribute revenue to maintain the
state's highways and bridges. The Commission must submit a report of its
findings to state officials. (Reference [House
Bill](http://www.gencourt.state.nh.us/) 1144, 2012)
",2012-05-29 00:00:00 UTC,,false,65,Laws and Regulations,"",,,2015-07-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",FUEL|OTHER,FLEET|OTHER|IND,http://www.gencourt.state.nh.us/,archived,2015-07-31
10422,NH,Motor Vehicle Classification Study Committee,"The Motor Vehicles Classification Committee (Committee) was
established to study vehicle classification laws used for new
vehicle types. The scope of the study includes alternative
classification systems to define non-traditional vehicles
including alternative fuel vehicles and configurations, such as
electric motor vehicles. The Committee must submit a report to
state officials by November 1, 2012. (Reference Senate Bill ( http://gencourt.state.nh.us/ ) 26, 2011)",2011-05-09 00:00:00 UTC,,false,65,Laws and Regulations,"",,,2013-10-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|NEVS|OTHER|PHEV|LPG,"",OTHER,OTHER,http://gencourt.state.nh.us/,archived,2013-10-31
10433,PA,Alternative Fuel and Transportation Review Board,"The [Environmental Quality
Board](https://www.dep.pa.gov/Citizens/GrantsLoansRebates/Alternative-Fuels-Incentive-Grant/Pages/Natural-Gas-Vehicle-Program.aspx)
(EQB) was established to review and adopt rules and regulations designed
to reduce emissions from motor vehicles, including the use of
alternative fuel vehicles, vehicle miles traveled reductions, and other
transportation control strategies. (Reference Title 35 [Pennsylvania
Statutes](http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000),
Chapter 23, Section 4005)
",,,false,52,Laws and Regulations,"",,,2012-12-01 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|NEVS|OTHER|PHEV|LPG,"",AIRQEMISSIONS|CCEINIT,FLEET|OTHER|IND,"",archived,2012-12-01
10532,IL,Electric Vehicle Supply Equipment (EVSE) Rebates,"The Illinois Department of Commerce and Economic Opportunity
(Department) provides rebates to offset the cost of EVSE with SAE J1772
or CHAdeMo connectors. Rebates cover 50% of the cost of equipment and
installation (including materials and labor), up to \$3,750 per
networked single station; \$3,000 per non-networked single station;
\$7,500 per networked dual station; \$6,000 per non-networked dual
station; \$15,000 per networked DC fast charge (DCFC) station; and
\$12,500 per non-networked DCFC station. The maximum possible total
rebate award is \$50,000. Eligible applicants include government
entities, private businesses, educational institutions, non-profit
organizations, and individual residents of Illinois. The funding cycle
is currently closed (verified August 2016). Program requirements are
subject to change with each new funding period.
",,,false,15,State Incentives,"",2015-07-10 17:42:12 UTC,,2017-10-01 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|IND,"",archived,2017-10-01
10541,CA,State Agency Electric Vehicle Supply Equipment (EVSE) Installation,"California state agencies must actively identify and pursue
opportunities to install EVSE, and accommodate future EVSE demand, at
state employee parking facilities in new and existing agency buildings.
(Reference [Executive
Order](https://www.ca.gov/archive/gov39/2012/04/25/news17508/index.html)
B-18-12, 2012)
",2012-04-25 00:00:00 UTC,,false,188,Laws and Regulations,"",,,2020-11-13 00:00:00 UTC,,"",ELEC|PHEV,"",REQ,STATION|GOV,http://gov.ca.gov/s_executiveorders.php,archived,2020-11-13
10612,US,Alternative Fuel and Advanced Vehicle Technology Research and Demonstration Bonds,"Qualified state, tribal, and local governments may issue Qualified
Energy Conservation Bonds subsidized by the U.S. Department of Treasury
at competitive rates to fund capital expenditures on qualified energy
conservation projects. Eligible activities include research and
demonstration projects related to cellulosic ethanol and other
non-fossil fuels, as well as advanced battery manufacturing
technologies. Government entities may choose to issue tax credit bonds
or direct payment bonds to subsidize the borrowing costs. For
information on eligibility, processes, and limitations, see IRS Notices
[2009-29](https://www.irs.gov/pub/irs-drop/n-09-29.pdf),
[2010-35](https://www.irs.gov/pub/irs-drop/n-10-35.pdf), and
[2012-44](https://www.irs.gov/pub/irs-drop/n-12-44.pdf) or contact local
issuing agencies. (Reference [Public Law
115-409](https://uscode.house.gov/) and 26 [U.S.
Code](https://www.govinfo.gov/) 54D)
",2008-10-03 00:00:00 UTC,2017-12-22 00:00:00 UTC,false,100,Incentives,U.S. Internal Revenue Service,,,,2018-01-01 00:00:00 UTC,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,LOANS,"",AFP|OTHER|TRIBAL,http://www.gpo.gov/fdsys/|https://uscode.house.gov/,repealed,2018-01-01
10672,AR,Alternative Fuel Vehicle and Infrastructure Rebate Program,"The Office of Energy, a division of the Arkansas Department of
Environmental Quality, administers the Arkansas Alternative Fuel Vehicle
Rebate Program (Program), funded by the Alternative Motor Fuel
Development Fund. The Program provides 50% of the incremental cost, up
to \$4,500, to purchase a qualified hydrogen fuel cell, natural gas, or
propane vehicle, 50% of the conversion cost, up to \$2,500, for
converting a hydrogen fuel cell, natural gas, or propane vehicle, and
50% of the incremental cost, up to \$2,500, to purchase a qualified
plug-in electric vehicle.

Rebates are available for natural gas and propane fueling stations in
the amount of 75% of qualifying costs, up to \$400,000, and up to 50% of
qualifying costs for private and public electric vehicle supply
equipment, up to \$900 and \$5,000 respectively. Compressed natural gas
(CNG) must be delivered to a vehicle at 3,000 pounds (lbs.) per square
inch and metered on a gasoline gallon equivalent (GGE); liquefied
natural gas (LNG) must be metered on a diesel gallon equivalent (DGE).
One GGE of CNG is equal to 5.66 lbs. and one DGE of LNG is equal to 6.22
lbs.

The Office of Energy reviews and processes vehicle rebate applications
on a first-come, first-served basis. The Program is currently closed and
no funding is available (verified April 2018)

(Reference [House
Bill](http://www.arkleg.state.ar.us/assembly/2017/2017R/Pages/Home.aspx)
1735, 2017, and [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 15-10-901
to 15-10-904 and 19-5-1249)
",2013-03-28 00:00:00 UTC,2017-04-03 00:00:00 UTC,false,20,State Incentives,"",2019-03-06 19:59:47 UTC,,2019-02-01 00:00:00 UTC,,"",AFTMKTCONV|ELEC|NG|PHEV|LPG,RBATE,"",STATION|FLEET|IND,http://www.lexisnexis.com/hottopics/arcode/Default.asp,archived,2019-02-01
10743,KY,Clean Transportation Fuels for School Buses,"The Kentucky Department of Education (Department) must consider the use
of clean transportation fuels in school buses as part of its regular
procedure for establishing and updating school bus standards and
specifications. If the Department determines that school buses may
operate using clean transportation fuels while maintaining the same or a
higher degree of safety as fuels currently allowed, it must update the
standards and specifications to allow for such use. (Reference Kentucky
Revised Statutes 156.153)
",2013-04-04 00:00:00 UTC,,false,49,Laws and Regulations,"",,,2017-03-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|NG|PHEV|LPG,"",REQ,FLEET,http://lrc.ky.gov/krs/titles.htm,archived,2017-03-01
10794,IN,Community Alternative Fuel Vehicle (AFV) Fleet Grants,"The Community Conservation Challenge (CCC) program, which the Indiana
Office of Energy Development (OED) administers, offers grants ranging
from \$25,000 to \$100,000 for community energy conservation efforts,
including projects that deploy AFVs in fleets. Eligible entities include
local governments, schools, businesses, universities, and non-profit
agencies. For more information, see the OED CCC website.
",,,false,13,State Incentives,"",2015-06-12 17:55:30 UTC,,2016-04-30 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|NG|PHEV|LPG,GNT,"",FLEET|IND,"",archived,2016-04-30
10832,TX,Alternative Fuel Vehicle (AFV) Rebates,"Qualified AFVs purchased or leased from a dealership or leasing company
authorized to sell or lease new vehicles in Texas may be eligible for a
rebate of up to \$2,500 to assist with the incremental cost. For the
purpose of this incentive, AFVs include compressed natural gas (CNG) or
liquefied petroleum gas (propane) vehicles with a gross vehicle weight
rating (GVWR) of 9,600 pounds (lbs.) or less, as well as electric and
plug-in hybrid electric vehicles with a GVWR of 8,500 lbs. or less. The
rebate is available until June 26, 2015, or until all funding totaling
\$7.75 million is awarded. Rebates are limited to 2,000 electric drive
vehicles and 2,000 CNG and propane vehicles. Additional terms and
conditions may apply. For more information, including a list of eligible
vehicles and funds available, see the [Light-Duty Motor Vehicle Purchase
or Lease Incentive
Program](http://www.tceq.texas.gov/airquality/terp/ld.html) website.
(Reference [Texas Statutes](http://www.statutes.legis.state.tx.us/),
Health and Safety Code 386.151-162 and Texas Administrative Code
114.610-114.616)
",2013-06-01 00:00:00 UTC,2014-04-30 00:00:00 UTC,false,10,State Incentives,"",2014-08-14 16:00:36 UTC,2015-06-26 00:00:00 UTC,,,"",ELEC|NG|PHEV|LPG,RBATE,"",FLEET|IND,http://www.capitol.state.tx.us/|http://www.statutes.legis.state.tx.us/|http://www.sos.state.tx.us/tac/index.shtml/,expired,2015-06-26
10853,HI,High Efficiency Taxi Incentive Request,"The Hawaii Senate requests that the Hawaii Department of Transportation
adopt rules to encourage the use of high-efficiency vehicles, including
hybrid electric vehicles, for taxis at Honolulu International Airport.
The Hawaii Senate requests that the rules include incentives such as the
establishment of a separate taxi stand for high-efficiency vehicles.
(Reference [Senate Resolution](http://www.capitol.hawaii.gov/) 144,
2013)
",2013-04-02 00:00:00 UTC,,false,105,Laws and Regulations,"",,,2018-07-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",OTHER,STATION|FLEET|IND,http://www.capitol.hawaii.gov/,archived,2018-07-01
10939,IN,Plug-In Electric Vehicle (PEV) and Hybrid Electric Vehicle (HEV) Road Impact Fee Study,"The Interim Study Committee on Road Impact Fees (Committee) will study
issues related to the imposition of road impact fees on PEV and HEV
users. The Committee must report its findings and recommendations to the
legislative council by November 1, 2013. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 2-5-36.3)
",2013-05-11 00:00:00 UTC,,false,96,Laws and Regulations,"",,,2015-05-31 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",FUEL,OTHER|IND,http://www.in.gov/legislative/ic/code/,archived,2015-05-31
11000,FL,Commercial Electric Vehicle Supply Equipment (EVSE) Rebate - Orlando Utilities Commission (OUC),"OOUC offers a rebate of up to \$500 for the purchase and installation of
commercial EVSE. Applicants must submit a copy of their EVSE purchase
and installation invoice to OUC along with the application. Permitted
and installed systems must be inspected by OUC. Funding is available on
a first-come, first-served basis and applications are due on or before
September 30, 2016. For more information, please see the OUC rebate
flyer.
",,,false,42,Utility / Private Incentives,"",2016-04-11 21:00:36 UTC,2016-09-30 00:00:00 UTC,,,"",ELEC|PHEV,RBATE,"",STATION,"",expired,2016-09-30
11041,ME,Commercial Plug-In Electric Vehicle (PEV) Grant Program - Central Maine Power,"Central Maine Power (CMP) offers grants of up to $15,000 for the
purchase or lease of an eligible PEV. A portion of the grant may
be used to purchase and install qualified Level 2 or DC fast
charge electric vehicle supply equipment (EVSE). To be eligible,
applicants must be organizations located or operating within
CMP's service territory, agree to work with CMP promoting their
participation, and collect and share data about how the vehicle
and EVSE are used. As of May 16, 2014 the application period has
closed. For more information, see the CMP Electric Vehicle Grant
Program ( http://www.cmpco.com/electricvehicles/default.html )
website.",,,false,32,Utility / Private Incentives,"",,,2014-05-16 00:00:00 UTC,,"",ELEC|HEV|PHEV,GNT,"",STATION|FLEET,"",archived,2014-05-16
11063,OR,Alternative Fuel Vehicle (AFV) Loan Program,"The Oregon Department of Energy (ODOE) AFV Revolving Fund provides loans
to public agencies, private entities, and tribes for the incremental
cost of AFVs and AFV conversions. Priority will be given to converting
petroleum-powered vehicles to AFVs. The loan recipient may be
responsible for a fee of 0.1% of the loan, up to \$2,500, as well as
fees to cover the cost of application processing. ODOE may set the
interest rate anywhere from 0% to the current market rate, with a loan
term up to six years. Eligible vehicles include those powered by
electricity, biofuel, gasoline and alcohol blends with at least 20%
alcohol content, hydrogen, natural gas, propane, or any other fuel ODOE
approves that produces lower exhaust emissions or is more energy
efficient than gasoline or diesel. For more information, including
application forms and interest rate and fee information, see the
[ODOE](http://www.oregon.gov/energy/LOANS/pages/index.aspx) website.
",2013-08-14 00:00:00 UTC,2014-03-06 00:00:00 UTC,false,10,State Incentives,"",2014-07-07 15:27:29 UTC,,,2017-08-15 00:00:00 UTC,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,"",FLEET|IND,http://www.leg.state.or.us/|http://www.leg.state.or.us/ors/home.htm|http://www.leg.state.or.us/,repealed,2017-08-15
11080,CA,Zero Emission Vehicle (ZEV) Deployment Support,"California joins Connecticut, Maryland, Massachusetts, New York, Oregon,
Rhode Island, and Vermont in signing a memorandum of understanding (MOU)
to support the deployment of ZEVs through involvement in a ZEV Program
Implementation Task Force (Task Force). By April 2014, the Task Force
will develop a plan of action to accomplish the goals of the MOU,
including deploying at least 3.3 million ZEVs and adequate fueling
infrastructure within the signatory states by 2025. On an annual basis,
each state must report on the number of registered ZEVs, the number of
public electric vehicle supply equipment (EVSE) and hydrogen fueling
stations, and available information regarding workplace fueling for
ZEVs. Each state also commits to:

-   Support ZEV commercialization through consistent statewide building
    codes and standards for installing EVSE, streamlined metering
    options for homes equipped with EVSE, opportunities to reduce
    vehicle operating costs, increased electric system efficiency
    through time-of-use electricity rates and net metering for electric
    vehicles, and integrating ZEVs with renewable energy initiatives;
-   Establish ZEV purchase targets for governmental agency fleets,
    explore opportunities for coordinated vehicle and fueling station
    equipment procurement, work to provide public access to government
    fleet fueling stations, and include commitments to use ZEVs in state
    contracts with auto dealers and car rental companies where
    appropriate;
-   Evaluate the need for, and effectiveness of, monetary incentives to
    reduce the upfront purchase price of ZEVs as well as non-monetary
    incentives, such as high occupancy vehicle lane access, reduced
    tolls, and preferential parking, and pursue these incentives as
    appropriate;
-   Work to develop uniform standards to promote ZEV consumer acceptance
    and awareness, industry compliance, and economies of scale,
    including adopting universal signage, common methods of payment and
    interoperability of EVSE networks, and reciprocity among states for
    non-monetary ZEV incentives;
-   Cooperate with vehicle manufacturers, electricity and hydrogen
    providers, the fueling infrastructure industry, corporate fleet
    owners, financial institutions, and others to encourage ZEV market
    growth;
-   Share research and develop a coordinated education and outreach
    campaign to highlight the benefits of ZEVs, including collaboration
    with related national and regional initiatives; and
-   Assess and develop potential deployment strategies and
    infrastructure requirements for the commercialization of hydrogen
    fuel cell vehicles.
",2013-10-24 00:00:00 UTC,,false,227,Laws and Regulations,"",,,2013-11-01 00:00:00 UTC,,"",ELEC|HEV|HY|PHEV,"",CCEINIT,OTHER,"",archived,2013-11-01
11163,CA,Electric Vehicle Supply Equipment (EVSE) Grants - Bay Area,"The Bay Area Air Quality Management District (BAAQMD) will award grants
to expand the availability of DC fast charge EVSE in the nine-county Bay
Area. Eligible property owners and tenants must respond to the BAAQMD
Request for Proposals (RFP). Up to \$20,000 is available for each DC
fast charger installed that meets program requirements; this includes a
base award amount of \$10,000 per qualifying EVSE installed and
incremental bonus awards of up to \$5,000 each year for the first two
years of operation for any station that meets or exceeds minimum usage
requirements. BAAQMD will accept proposals on a first come, first served
basis, through June 30, 2014, or until funds are exhausted. For more
information, including the RFP, see the [DC Quick Charger Deployment
Program](http://www.baaqmd.gov/Divisions/Strategic-Incentives/Bay-Area-EV-Ready/DC-Quick.aspx)
website.
",,,false,61,State Incentives,"",2014-12-19 00:00:02 UTC,,2014-06-02 00:00:00 UTC,,"",ELEC|PHEV,GNT,"",STATION,"",archived,2014-06-02
11164,CA,Hybrid and Zero Emission Truck and Bus Vouchers - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
contributed funds to the California Hybrid and Zero Emission Truck and
Bus Voucher Incentive Project (HVIP) for eligible vehicles used in the
eight-county San Joaquin Valley Air Basin. These ""plus-up"" vouchers
range from \$12,000 to \$30,000, depending on the vehicle, and are in
addition to California Air Resources Board voucher amounts. Vehicles
must be domiciled in the air basin 100% of the time for at least three
years. For more information, see the [San Joaquin Valley
Plus-Up](http://valleyair.org/General_info/Grant_Programs/GrantPrograms.htm#HVIP)
website.
",,,false,86,State Incentives,"",,,2018-08-15 00:00:00 UTC,,"",ELEC|HEV|PHEV,OTHER,"",IND,"",archived,2018-08-15
11166,CA,Electric Vehicle Supply Equipment Rebate - GWP,"Glendale Water and Power (GWP) offers a \$200 rebate to the first 100
single-family residential customers that are electric vehicle owners and
install a Level 2 240V charging station with a Safety Socket Meter
Panel.
",,,false,125,Utility / Private Incentives,"",2016-08-26 21:13:47 UTC,,2016-08-01 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION,"",archived,2016-08-01
11168,CO,Alternative Fuel and Hybrid Electric Vehicle Tax Credit,"Beginning July 1, 2000, the Alternative Fuel Vehicle Credit is available
from the Colorado Department of Revenue for a motor vehicle titled and
registered in Colorado that uses or is converted to use an alternative
fuel or is a hybrid electric vehicle. Alternative fuels include
electricity, compressed natural gas, propane, ethanol, or any mixture of
ethanol containing 85% or more ethanol by volume with gasoline or other
fuels. The credit is a percentage of the incremental cost of the vehicle
or the vehicle conversion as follows:

::: {data-align=""center""}
  Category                                                                       Credit Amount
  ----------------------------------------------------------------------------- ---------------
  Low-emitting vehicle (LEV)                                                          50%
  Ultra-low-emitting vehicle (LUEV) or Inherently-low emitting vehicle (ILEV)         75%
  Zero-emitting vehicle (ZEV or SULEV)                                                85%
:::

Vehicle categories are outlined in Title 40 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/browse/collectionCfr.action?collectionCode=CFR),
part 88. The tax credit percentage is doubled, up to a maximum of 100%,
if the vehicle permanently replaces a vehicle that is ten years old or
older and will never be operated on Colorado highways in the future.
This credit is available through the tax year beginning on January 1,
2010. For additional information, see the Department of Revenue's Income
9 FYI publication.

(Reference Colorado Revised Statutes 39-22-516.2.5)
",,,false,10,State Incentives,"",,2010-12-31 00:00:00 UTC,,,"",AFTMKTCONV|ELEC|HEV|HY|IR|NG|PHEV,TAX,"",FLEET|IND,http://www.lexisnexis.com/hottopics/michie/,expired,2010-12-31
